Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,89.403,89.89315,87.344376,88.814819,87.559181,399088
2021-01-05,89.59906,96.069016,89.59906,91.167534,89.878632,1380676
2021-01-06,92.441917,92.441917,87.148315,87.932556,86.689392,862748
2021-01-07,88.422707,93.030098,88.422707,92.637978,91.328293,865191
2021-01-08,94.108421,94.500542,90.775414,91.167534,89.878632,652133
2021-01-11,91.951767,94.108421,91.657677,92.147827,90.84507,717444
2021-01-12,91.951767,92.147827,89.20694,90.089203,88.815552,503947
2021-01-13,90.481323,91.951767,90.481323,90.677383,89.395409,335775
2021-01-14,90.677383,95.088715,90.677383,93.12812,91.811501,625716
2021-01-15,93.618271,95.088715,89.99118,90.187233,88.912193,691883
2021-01-18,90.089203,91.167534,87.834526,89.10891,87.849113,315838
2021-01-19,89.50103,91.657677,89.10891,91.167534,89.878632,321660
2021-01-20,91.363594,91.951767,88.128616,88.128616,86.882675,487744
2021-01-21,90.187233,96.853249,88.912849,96.853249,95.483963,1897470
2021-01-22,100.97049,106.362122,97.931572,106.362122,104.858406,6284576
2021-01-25,108.812859,116.165077,105.381828,113.22419,111.623459,8958339
2021-01-26,114.694633,124.497597,113.71434,124.497597,122.737488,8781965
2021-01-27,130.379379,132.339966,118.125671,132.339966,130.468979,16275137
2021-01-28,123.517303,129.889221,122.537003,123.517303,121.771049,7500606
2021-01-29,124.987747,128.908936,117.635529,118.615822,116.938866,2261430
2021-02-01,119.596115,120.576416,113.71434,118.615822,116.938866,1445514
2021-02-02,119.596115,124.987747,118.615822,124.007446,122.254265,1339755
2021-02-03,123.517303,126.458191,119.596115,121.556709,119.838181,1180592
2021-02-04,123.027153,130.869522,121.556709,128.418777,126.603226,2306289
2021-02-05,130.869522,138.221741,129.399078,131.359665,129.502548,2354758
2021-02-17,133.81041,142.633072,133.81041,142.633072,140.616562,1941440
2021-02-18,143.613373,150.965591,139.202042,149.495148,147.381638,1854677
2021-02-19,147.044403,159.788254,147.044403,158.807953,156.562775,1866473
2021-02-22,163.219299,174.492691,163.219299,174.492691,172.025757,2171197
2021-02-23,165.670029,171.061661,157.827667,163.709442,161.394958,4696504
2021-02-24,164.689743,168.610916,154.88678,155.867065,153.663467,2840707
2021-02-25,159.788254,167.63063,158.31781,159.298111,157.04599,2279069
2021-02-26,149.985291,158.807953,149.985291,152.436035,150.28093,2025004
2021-03-02,157.827667,163.219299,147.044403,149.495148,147.381638,1951086
2021-03-03,151.455734,164.199585,149.005005,164.199585,161.878174,2694649
2021-03-04,169.591217,175.963135,158.807953,159.298111,157.04599,11936666
2021-03-05,155.867065,167.63063,154.88678,164.689743,162.361404,6166515
2021-03-08,167.63063,171.061661,156.847366,156.847366,154.629898,4033626
2021-03-09,157.337509,160.768555,149.985291,153.416336,151.247375,2739288
2021-03-10,155.867065,157.827667,152.926178,153.416336,151.247375,1346159
2021-03-11,154.88678,162.729141,154.396622,158.31781,156.079559,1621053
2021-03-12,158.807953,161.748856,155.867065,155.867065,153.663467,1436656
2021-03-15,158.31781,160.768555,155.867065,155.867065,153.663467,1084586
2021-03-16,158.31781,168.120773,156.847366,163.219299,160.911758,4837819
2021-03-17,165.179886,167.140472,159.788254,161.258698,158.978867,1897628
2021-03-18,162.238998,165.670029,160.768555,160.768555,158.495667,1210176
2021-03-19,159.788254,163.709442,158.807953,163.709442,161.394958,1091914
2021-03-22,164.689743,167.63063,162.729141,162.729141,160.428528,2300539
2021-03-23,165.670029,165.670029,154.88678,156.847366,154.629898,1912051
2021-03-24,154.88678,156.847366,150.965591,153.906479,151.730591,1535611
2021-03-25,153.906479,159.298111,153.416336,154.396622,152.213821,959748
2021-03-26,155.376923,162.729141,154.396622,160.768555,158.495667,1500009
2021-03-29,160.768555,162.729141,157.827667,158.807953,156.562775,997362
2021-03-30,159.788254,160.278397,156.357224,156.357224,154.146698,646220
2021-03-31,158.31781,158.807953,153.906479,154.88678,152.697037,805088
2021-04-01,156.847366,156.847366,153.416336,154.88678,152.697037,581756
2021-04-07,162.238998,162.238998,155.376923,157.337509,155.113113,887115
2021-04-08,157.827667,158.807953,155.376923,156.357224,154.146698,779632
2021-04-09,157.337509,163.709442,154.88678,157.827667,155.596344,2119661
2021-04-12,160.768555,162.729141,156.357224,157.337509,155.113113,874947
2021-04-13,157.827667,159.788254,153.906479,154.88678,152.697037,1013997
2021-04-14,154.88678,155.867065,139.692184,150.475449,148.348068,2865716
2021-04-15,153.906479,153.906479,149.005005,151.455734,149.314499,730403
2021-04-16,152.926178,154.88678,150.965591,152.436035,150.28093,586149
2021-04-19,153.906479,153.906479,145.083817,145.573959,143.515869,817951
2021-04-20,145.083817,149.005005,143.613373,145.573959,143.515869,641677
2021-04-21,144.103516,146.55426,139.692184,140.182343,138.200485,884932
2021-04-22,141.652786,142.142929,129.399078,132.830109,130.952194,1635859
2021-04-23,134.79071,142.142929,132.830109,141.162628,139.166901,1288713
2021-04-26,141.652786,142.142929,137.24144,137.731598,135.784393,635191
2021-04-27,138.221741,139.202042,136.751297,137.24144,135.301163,250089
2021-04-28,137.24144,142.142929,135.770996,138.711884,136.750824,378529
2021-04-29,140.182343,141.652786,136.261154,138.711884,136.750824,392789
2021-05-03,137.24144,137.24144,127.438484,130.379379,128.536102,720385
2021-05-04,130.379379,133.320267,118.125671,126.458191,124.670357,1206164
2021-05-05,127.438484,129.889221,122.04686,122.537003,120.804611,463217
2021-05-06,122.537003,132.830109,122.04686,128.418777,126.603226,915438
2021-05-07,128.908936,133.320267,126.458191,132.830109,130.952194,399115
2021-05-10,133.320267,133.81041,125.477898,125.477898,123.703926,503076
2021-05-11,123.517303,124.007446,117.635529,117.635529,115.972427,668167
2021-05-12,116.655228,123.517303,108.812859,112.734047,111.140251,1331393
2021-05-13,109.303009,118.615822,106.852272,116.655228,115.005989,726311
2021-05-14,117.145378,121.556709,115.674934,115.674934,114.039558,430482
2021-05-17,105.381828,111.753746,104.401527,104.401527,102.925529,907933
2021-05-18,105.381828,114.694633,105.381828,114.694633,113.073112,665110
2021-05-19,117.635529,120.576416,112.243896,115.674934,114.039558,446829
2021-05-20,114.204491,116.655228,112.734047,112.734047,111.140251,179564
2021-05-21,116.165077,120.576416,114.694633,119.596115,117.905296,457017
2021-05-24,119.596115,122.537003,117.145378,122.537003,120.804611,311148
2021-05-25,124.497597,127.438484,121.556709,121.556709,119.838181,529752
2021-05-26,123.517303,125.477898,121.556709,123.517303,121.771049,283696
2021-05-27,122.537003,129.399078,122.537003,124.497597,122.737488,1237606
2021-05-28,124.497597,126.948341,124.497597,125.477898,123.703926,204374
2021-05-31,126.458191,126.458191,123.517303,124.007446,122.254265,174915
2021-06-01,125.477898,126.458191,123.517303,126.458191,124.670357,214374
2021-06-02,127.438484,127.438484,121.066559,121.066559,119.354958,338673
2021-06-03,122.04686,123.027153,120.576416,122.04686,120.321396,113237
2021-06-04,121.556709,122.04686,119.105972,119.105972,117.422089,108036
2021-06-07,118.125671,119.596115,114.694633,116.165077,114.522766,264440
2021-06-08,118.125671,119.105972,116.655228,118.615822,116.938866,70388
2021-06-09,118.615822,119.596115,115.674934,117.145378,115.489212,111561
2021-06-10,120.086266,120.086266,116.655228,118.615822,116.938866,149954
2021-06-11,119.596115,119.596115,116.165077,116.165077,114.522766,143834
2021-06-15,120.576416,120.576416,116.655228,117.145378,115.489212,199945
2021-06-16,119.105972,119.105972,115.674934,115.674934,114.039558,161302
2021-06-17,115.674934,116.165077,114.204491,116.165077,114.522766,112344
2021-06-18,116.165077,118.125671,115.184784,115.184784,113.556335,253156
2021-06-21,114.694633,114.694633,110.773453,110.773453,109.207367,303010
2021-06-22,114.204491,114.204491,110.283302,110.283302,108.724152,169596
2021-06-23,112.734047,121.066559,112.734047,121.066559,119.354958,498866
2021-06-24,130.379379,132.830109,126.458191,132.830109,130.952194,2332247
2021-06-25,133.320267,133.81041,127.438484,128.908936,127.086456,1567221
2021-06-28,126.458191,127.928635,122.537003,124.007446,122.254265,749895
2021-06-29,125.477898,125.96804,120.086266,121.066559,119.354958,477511
2021-06-30,122.537003,124.497597,121.066559,121.556709,119.838181,315273
2021-07-01,124.497597,124.497597,117.635529,118.125671,116.45565,464280
2021-07-02,119.596115,121.556709,118.615822,120.086266,118.388519,257275
2021-07-05,122.04686,122.04686,120.086266,120.576416,118.871735,235667
2021-07-06,120.576416,120.576416,118.125671,118.615822,116.938866,190762
2021-07-07,118.615822,121.066559,118.125671,119.105972,117.422089,200659
2021-07-08,120.576416,120.576416,119.105972,119.596115,117.905296,193124
2021-07-09,120.576416,120.576416,118.615822,119.596115,117.905296,154487
2021-07-12,121.556709,127.928635,119.596115,124.987747,123.220703,792080
2021-07-13,126.458191,128.418777,120.576416,120.576416,118.871735,576447
2021-07-14,124.497597,124.497597,120.576416,121.066559,119.354958,186883
2021-07-15,123.517303,123.517303,120.576416,121.556709,119.838181,186056
2021-07-16,121.556709,123.517303,120.576416,122.537003,120.804611,198925
2021-07-19,122.537003,122.537003,119.596115,119.596115,117.905296,325446
2021-07-20,117.635529,119.596115,116.655228,117.145378,115.489212,309250
2021-07-21,119.105972,119.105972,115.184784,115.184784,113.556335,300138
2021-07-22,115.184784,117.635529,115.184784,116.165077,114.522766,177540
2021-07-23,117.635529,124.497597,117.635529,122.537003,120.804611,649609
2021-07-26,124.497597,126.948341,122.537003,123.027153,121.287827,584619
2021-07-27,124.497597,124.497597,117.635529,118.125671,116.45565,396822
2021-07-28,117.635529,117.635529,112.243896,114.204491,112.589897,396907
2021-07-29,114.204491,117.635529,114.204491,116.165077,114.522766,156279
2021-07-30,116.165077,116.655228,114.204491,114.204491,112.589897,112755
2021-08-02,117.145378,117.145378,114.204491,116.165077,114.522766,102167
2021-08-03,116.655228,118.615822,116.165077,116.655228,115.005989,93855
