Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,44.0,45.400002,43.5,44.900002,40.364796,4446845
2021-01-05,45.799999,48.650002,45.349998,46.700001,41.982983,13961386
2021-01-06,46.400002,46.950001,44.849998,45.150002,40.589542,4907830
2021-01-07,45.25,47.650002,45.25,46.700001,41.982983,7781609
2021-01-08,46.299999,46.599998,45.400002,45.700001,41.083988,2888170
2021-01-11,45.700001,46.299999,44.700001,46.049999,41.398636,2561045
2021-01-12,46.25,46.75,45.0,45.049999,40.499641,2545851
2021-01-13,45.299999,45.799999,44.950001,44.950001,40.409744,1743900
2021-01-14,45.0,45.5,44.799999,45.150002,40.589542,1428515
2021-01-15,46.049999,46.549999,44.299999,44.599998,40.095093,4759020
2021-01-18,44.599998,44.700001,43.200001,44.200001,39.735497,1522087
2021-01-19,44.299999,45.0,44.25,44.25,39.780445,770685
2021-01-20,44.299999,44.650002,42.5,42.549999,38.252159,2453732
2021-01-21,42.650002,43.450001,42.0,42.5,38.207211,1478142
2021-01-22,42.5,42.599998,42.099998,42.450001,38.162262,1084004
2021-01-25,42.400002,42.5,41.650002,42.25,37.982464,1272439
2021-01-26,42.299999,42.849998,41.799999,42.0,37.757717,1072501
2021-01-27,42.400002,42.450001,41.849998,41.950001,37.712765,651284
2021-01-28,41.700001,41.75,41.200001,41.299999,37.128418,1146251
2021-01-29,41.450001,41.799999,41.0,41.150002,36.993572,745620
2021-02-01,41.099998,41.299999,40.400002,40.799999,36.678921,827071
2021-02-02,41.0,42.150002,41.0,41.900002,37.667816,870215
2021-02-03,42.0,42.150002,41.650002,41.650002,37.443069,371556
2021-02-04,41.5,42.299999,41.5,41.650002,37.443069,602256
2021-02-05,41.700001,42.200001,41.700001,41.950001,37.712765,421099
2021-02-17,42.25,42.75,42.200001,42.5,38.207211,964249
2021-02-18,42.799999,43.650002,42.599998,43.450001,39.061253,1191160
2021-02-19,43.450001,43.599998,42.700001,43.5,39.106201,804468
2021-02-22,43.5,44.349998,43.299999,43.5,39.106201,1371277
2021-02-23,43.5,44.349998,43.349998,44.200001,39.735497,1345653
2021-02-24,44.25,46.150002,44.25,45.049999,40.499641,4854293
2021-02-25,45.200001,45.799999,44.700001,45.200001,40.634491,2482518
2021-02-26,45.200001,45.75,44.5,44.849998,40.319843,2168434
2021-03-02,45.200001,45.299999,44.099998,44.200001,39.735497,1103674
2021-03-03,44.200001,44.799999,43.599998,44.599998,40.095093,1215108
2021-03-04,44.900002,47.400002,44.799999,45.349998,40.769337,9026705
2021-03-05,44.799999,45.700001,44.5,45.200001,40.634491,1674593
2021-03-08,45.849998,47.849998,45.700001,46.150002,41.488537,8707955
2021-03-09,45.5,46.150002,45.049999,45.849998,41.218834,1937661
2021-03-10,45.950001,45.950001,45.150002,45.349998,40.769337,1706493
2021-03-11,45.5,46.299999,45.200001,45.549999,40.949139,1946227
2021-03-12,45.799999,47.75,45.549999,47.599998,42.792072,7145980
2021-03-15,48.099998,49.049999,47.25,48.400002,43.511272,13411217
2021-03-16,48.349998,48.599998,47.099998,47.549999,42.747124,5889495
2021-03-17,47.549999,48.0,46.700001,47.299999,42.522377,2699208
2021-03-18,47.549999,48.049999,46.5,46.950001,42.207729,4076342
2021-03-19,46.450001,46.5,45.150002,45.200001,40.634491,5629167
2021-03-22,45.200001,45.700001,44.75,45.200001,40.634491,2388300
2021-03-23,45.200001,45.400002,44.900002,45.150002,40.589542,1774750
2021-03-24,45.150002,45.650002,44.799999,45.200001,40.634491,1087186
2021-03-25,45.400002,45.799999,45.0,45.549999,40.949139,1694939
2021-03-26,45.849998,46.75,45.849998,46.599998,41.893082,3064289
2021-03-29,46.799999,47.299999,46.200001,47.25,42.477428,3404379
2021-03-30,47.349998,48.400002,47.25,48.200001,43.33147,7669194
2021-03-31,48.75,50.200001,48.549999,48.900002,43.96077,18194671
2021-04-01,48.950001,49.849998,48.900002,49.599998,44.590061,6515754
2021-04-07,53.099998,53.5,50.0,50.700001,45.578957,13921050
2021-04-08,50.700001,53.099998,50.700001,52.200001,46.927444,9256570
2021-04-09,52.700001,53.0,51.0,51.900002,46.657749,5878491
2021-04-12,51.799999,52.0,49.700001,50.099998,45.039558,6714967
2021-04-13,50.5,50.799999,49.349998,49.400002,44.410263,3693080
2021-04-14,49.599998,50.200001,47.75,50.0,44.949661,4742615
2021-04-15,49.849998,51.400002,49.599998,50.299999,45.219357,3101808
2021-04-16,50.5,50.599998,49.5,49.5,44.500164,2857629
2021-04-19,49.549999,49.599998,48.700001,49.0,44.050667,2111421
2021-04-20,49.049999,50.900002,48.900002,50.900002,45.758755,3325948
2021-04-21,50.900002,50.900002,49.75,50.099998,45.039558,2478531
2021-04-22,50.599998,52.900002,49.25,50.099998,45.039558,14162900
2021-04-23,50.099998,50.400002,49.049999,49.900002,44.85976,2298974
2021-04-26,50.5,50.799999,49.900002,50.0,44.949661,1887163
2021-04-27,50.0,50.400002,49.200001,49.299999,44.320362,2248179
2021-04-28,49.5,49.700001,48.5,48.599998,43.691067,2184384
2021-04-29,49.0,49.849998,48.75,49.200001,44.230465,1774870
2021-05-03,49.849998,49.849998,47.5,47.700001,42.881973,3081174
2021-05-04,47.700001,48.450001,44.5,46.650002,41.938034,3282134
2021-05-05,46.700001,47.849998,46.0,46.349998,41.668331,1223020
2021-05-06,46.5,47.25,45.5,46.0,41.353683,995001
2021-05-07,46.5,48.200001,46.400002,48.049999,43.196621,1386070
2021-05-10,48.200001,48.299999,47.200001,47.650002,42.837025,858449
2021-05-11,46.849998,47.0,43.799999,44.5,40.005196,2979470
2021-05-12,44.400002,44.5,40.150002,41.549999,37.353168,3647503
2021-05-13,41.200001,42.950001,39.700001,41.200001,37.038521,1735427
2021-05-14,42.0,43.049999,40.849998,41.5,37.30822,1769052
2021-05-17,38.599998,40.849998,38.599998,39.099998,35.150631,2142500
2021-05-18,39.400002,42.200001,39.400002,42.0,37.757717,1316589
2021-05-19,41.950001,42.5,41.25,41.650002,37.443069,638050
2021-05-20,41.950001,42.0,41.0,41.150002,36.993572,887015
2021-05-21,41.799999,42.200001,41.200001,41.450001,37.263271,909040
2021-05-24,41.450001,42.299999,41.200001,42.0,37.757717,671003
2021-05-25,42.099998,43.099998,42.099998,42.5,38.207211,1060100
2021-05-26,42.799999,43.200001,42.5,42.650002,38.34206,433010
2021-05-27,42.650002,42.650002,41.900002,42.400002,38.117313,335232
2021-05-28,42.650002,44.299999,42.549999,44.25,39.780445,2055299
2021-05-31,44.75,46.799999,43.599998,46.400002,41.713284,4728986
2021-06-01,47.75,48.799999,46.700001,47.349998,42.567326,9662326
2021-06-02,47.299999,47.299999,45.400002,45.599998,40.994087,2819131
2021-06-03,45.700001,45.900002,44.900002,45.049999,40.499641,1403315
2021-06-04,44.799999,45.5,44.450001,44.5,40.005196,880352
2021-06-07,44.549999,46.0,43.200001,45.599998,40.994087,1446873
2021-06-08,45.700001,46.799999,44.900002,45.5,40.90419,1958041
2021-06-09,45.75,45.75,44.299999,44.549999,40.050144,1579000
2021-06-10,44.700001,45.099998,44.349998,44.5,40.005196,1055666
2021-06-11,44.849998,45.0,44.25,44.25,39.780445,639960
2021-06-15,44.75,45.299999,44.299999,45.150002,40.589542,917181
2021-06-16,45.200001,45.200001,44.549999,44.549999,40.050144,609006
2021-06-17,44.5,44.950001,44.200001,44.799999,40.274891,547295
2021-06-18,44.799999,45.0,44.299999,44.299999,39.825397,945286
2021-06-21,44.200001,44.200001,43.049999,43.200001,38.836506,1354951
2021-06-22,43.799999,43.799999,42.849998,42.849998,38.521858,1161174
2021-06-23,42.950001,43.5,42.950001,43.299999,38.926403,1029670
2021-06-24,43.299999,43.549999,43.150002,43.400002,39.016304,981672
2021-06-25,43.799999,44.299999,43.599998,43.900002,39.465801,754383
2021-06-28,44.049999,44.450001,43.900002,43.900002,39.465801,882648
2021-06-29,44.049999,44.150002,43.5,43.650002,39.241051,682220
2021-06-30,43.799999,43.950001,43.599998,43.700001,39.285999,821594
2021-07-01,43.799999,44.5,43.650002,43.799999,39.3759,803278
2021-07-02,44.200001,44.200001,43.599998,43.900002,39.465801,566020
2021-07-05,44.0,44.799999,44.0,44.700001,40.184994,961553
2021-07-06,44.799999,45.049999,44.200001,44.25,39.780445,707038
2021-07-07,44.25,44.599998,44.049999,44.099998,39.645596,584407
2021-07-08,44.099998,44.599998,43.950001,44.0,39.555698,548581
2021-07-09,43.900002,44.0,43.599998,43.700001,39.285999,534379
2021-07-12,44.25,44.25,43.700001,44.150002,39.690548,807755
2021-07-13,44.900002,45.599998,44.599998,44.650002,40.140045,2309126
2021-07-14,44.799999,45.0,43.950001,44.299999,39.825397,917146
2021-07-15,44.5,45.200001,44.349998,45.150002,40.589542,1899715
2021-07-16,45.0,45.200001,44.5,44.799999,40.274891,1126313
2021-07-19,44.799999,45.0,44.25,44.299999,39.825397,693163
2021-07-20,44.200001,44.200001,43.25,43.450001,39.061253,1117040
