Date,Open,Close,Volume,Date,SMA5,SMA20,SMA_signal,strat_return,benchmark
2018-02-05,251.0,253.0,45594379,2018-02-05,256.0,250.7,1,-0.025048169556840083,-0.025048169556840083
2018-02-06,242.5,239.0,102409048,2018-02-06,253.2,250.55,1,-0.055335968379446654,-0.055335968379446654
2018-02-07,245.0,240.0,80063178,2018-02-07,250.2,250.725,-1,-0.004184100418409997,0.004184100418409997
2018-02-08,239.5,238.5,30989550,2018-02-08,246.0,250.9,0,0.0,-0.006249999999999978
2018-02-09,230.0,232.5,65735265,2018-02-09,240.6,250.675,0,0.0,-0.02515723270440251
2018-02-12,235.5,236.5,35635236,2018-02-12,237.3,250.5,0,0.0,0.017204301075268713
2018-02-21,244.5,242.5,71504174,2018-02-21,238.0,250.6,0,0.0,0.025369978858351017
2018-02-22,244.0,239.5,39239993,2018-02-22,237.9,250.475,0,0.0,-0.012371134020618513
2018-02-23,241.0,245.0,26985776,2018-02-23,239.2,250.3,0,0.0,0.022964509394572064
2018-02-26,247.0,246.5,35901810,2018-02-26,242.0,249.85,0,0.0,0.00612244897959191
2018-02-27,250.5,246.0,40818119,2018-02-27,243.9,249.075,0,0.0,-0.0020283975659228792
2018-03-01,244.0,243.0,39719984,2018-03-01,244.0,247.925,0,0.0,-0.012195121951219523
2018-03-02,240.0,240.0,35139170,2018-03-02,244.1,247.025,0,0.0,-0.012345679012345734
2018-03-05,242.5,241.5,27337846,2018-03-05,243.4,246.2,0,0.0,0.006250000000000089
2018-03-06,245.5,250.0,34890780,2018-03-06,244.1,245.95,0,0.0,0.035196687370600444
2018-03-07,248.0,247.0,30391219,2018-03-07,244.3,245.375,0,0.0,-0.01200000000000001
2018-03-08,249.5,249.5,20645694,2018-03-08,245.6,245.2,1,0.010121457489878471,0.010121457489878471
2018-03-09,250.0,250.5,19831063,2018-03-09,247.7,244.975,1,0.004008016032064132,0.004008016032064132
2018-03-12,252.0,254.0,24492615,2018-03-12,250.2,244.7,1,0.013972055888223478,0.013972055888223478
2018-03-13,255.5,259.0,33756883,2018-03-13,252.0,244.675,1,0.019685039370078705,0.019685039370078705
2018-03-14,256.5,257.0,23772838,2018-03-14,254.0,244.875,1,-0.007722007722007707,-0.007722007722007707
2018-03-15,258.0,255.0,19396493,2018-03-15,255.1,245.675,1,-0.0077821011673151474,-0.0077821011673151474
2018-03-16,253.0,255.0,62929326,2018-03-16,256.0,246.425,1,0.0,0.0
2018-03-19,252.5,255.0,21440766,2018-03-19,256.2,247.25,1,0.0,0.0
2018-03-20,253.0,253.0,21840151,2018-03-20,255.0,248.275,1,-0.007843137254901933,-0.007843137254901933
2018-03-21,255.0,252.5,28976737,2018-03-21,254.1,249.075,1,-0.0019762845849802257,-0.0019762845849802257
2018-03-22,254.5,251.5,27000668,2018-03-22,253.4,249.525,1,-0.003960396039603964,-0.003960396039603964
2018-03-23,245.0,245.0,52498390,2018-03-23,251.4,249.8,1,-0.025844930417495027,-0.025844930417495027
2018-03-26,241.5,243.5,36987945,2018-03-26,249.1,249.725,-1,0.006122448979591799,-0.006122448979591799
2018-03-27,248.0,251.0,31008260,2018-03-27,248.7,249.95,0,0.0,0.030800821355236208
2018-03-28,247.5,245.0,29637411,2018-03-28,247.2,249.9,0,0.0,-0.0239043824701195
2018-03-29,243.0,244.0,36165345,2018-03-29,245.7,249.95,0,0.0,-0.004081632653061273
2018-03-30,247.5,246.0,16996346,2018-03-30,245.9,250.25,0,0.0,0.008196721311475308
2018-04-02,248.5,246.5,17696003,2018-04-02,246.5,250.5,0,0.0,0.00203252032520318
2018-04-03,243.0,244.0,35813944,2018-04-03,245.1,250.2,0,0.0,-0.010141987829614618
2018-04-09,248.0,245.0,34694824,2018-04-09,245.1,250.1,0,0.0,0.004098360655737654
2018-04-10,244.5,245.5,25156994,2018-04-10,245.4,249.9,0,0.0,0.0020408163265306367
2018-04-11,246.5,248.0,21607935,2018-04-11,245.8,249.775,0,0.0,0.010183299389002087
2018-04-12,248.5,245.0,20409657,2018-04-12,245.5,249.325,0,0.0,-0.012096774193548376
2018-04-13,246.0,244.5,19742548,2018-04-13,245.6,248.6,0,0.0,-0.0020408163265306367
2018-04-16,243.0,243.5,18350139,2018-04-16,245.3,247.925,0,0.0,-0.004089979550102263
2018-04-17,243.0,238.0,42756389,2018-04-17,243.8,247.075,0,0.0,-0.022587268993839782
2018-04-18,239.5,238.0,42500048,2018-04-18,241.8,246.225,0,0.0,0.0
2018-04-19,242.0,244.5,31901989,2018-04-19,241.7,245.7,0,0.0,0.027310924369747802
2018-04-20,228.0,229.0,128452087,2018-04-20,238.6,244.5,0,0.0,-0.06339468302658491
2018-04-23,226.5,226.5,71009975,2018-04-23,235.2,243.2,0,0.0,-0.01091703056768556
2018-04-24,225.0,227.0,40967892,2018-04-24,233.0,241.975,0,0.0,0.002207505518763808
2018-04-25,225.5,225.0,46771110,2018-04-25,230.4,240.975,0,0.0,-0.008810572687224627
2018-04-26,225.0,222.0,48023557,2018-04-26,225.9,239.9,0,0.0,-0.013333333333333308
2018-04-27,225.0,223.5,34174459,2018-04-27,224.8,238.525,0,0.0,0.006756756756756799
2018-04-30,224.5,227.0,28500789,2018-04-30,224.9,237.625,0,0.0,0.015659955257270708
2018-05-02,227.0,223.0,38167942,2018-05-02,224.1,236.575,0,0.0,-0.017621145374449365
2018-05-03,221.0,220.5,31690731,2018-05-03,223.2,235.3,0,0.0,-0.011210762331838597
2018-05-04,221.0,223.0,27208722,2018-05-04,223.4,234.125,0,0.0,0.01133786848072571
2018-05-07,225.0,223.5,23268759,2018-05-07,223.4,233.1,0,0.0,0.0022421524663676085
2018-05-08,224.0,228.0,40324763,2018-05-08,223.6,232.25,0,0.0,0.020134228187919545
2018-05-09,228.5,229.5,33778934,2018-05-09,224.9,231.45,0,0.0,0.006578947368421018
2018-05-10,231.0,229.5,27530377,2018-05-10,226.7,230.525,0,0.0,0.0
2018-05-11,232.0,233.0,30693910,2018-05-11,228.7,229.925,0,0.0,0.015250544662309462
2018-05-14,234.5,233.0,19921437,2018-05-14,230.6,229.35,1,0.0,0.0
2018-05-15,233.5,230.5,23771769,2018-05-15,231.1,228.7,1,-0.010729613733905574,-0.010729613733905574
2018-05-16,229.5,230.5,14409556,2018-05-16,231.3,228.325,1,0.0,0.0
2018-05-17,231.0,226.5,26852737,2018-05-17,230.7,227.75,1,-0.017353579175705014,-0.017353579175705014
2018-05-18,225.5,223.5,27664541,2018-05-18,228.8,226.7,1,-0.013245033112582738,-0.013245033112582738
2018-05-21,225.0,229.0,16127815,2018-05-21,228.0,226.7,1,0.02460850111856816,0.02460850111856816
2018-05-22,230.0,229.0,22355097,2018-05-22,227.7,226.825,1,0.0,0.0
2018-05-23,231.5,228.5,23062899,2018-05-23,227.3,226.9,1,-0.0021834061135370675,-0.0021834061135370675
2018-05-24,229.5,229.0,12996610,2018-05-24,227.8,227.1,1,0.002188183807439792,0.002188183807439792
2018-05-25,228.5,228.5,15971294,2018-05-25,228.8,227.425,1,-0.0021834061135370675,-0.0021834061135370675
2018-05-28,229.5,227.0,16373270,2018-05-28,228.4,227.6,1,-0.006564551422319487,-0.006564551422319487
2018-05-29,226.5,225.0,23764776,2018-05-29,227.6,227.5,1,-0.008810572687224627,-0.008810572687224627
2018-05-30,224.0,221.0,49163788,2018-05-30,226.1,227.4,-1,0.01777777777777778,-0.01777777777777778
2018-05-31,221.5,224.0,96069458,2018-05-31,225.1,227.575,0,0.0,0.013574660633484115
2018-06-01,224.5,224.0,27617994,2018-06-01,224.2,227.625,0,0.0,0.0
2018-06-04,227.5,229.0,25959480,2018-06-04,224.6,227.9,0,0.0,0.022321428571428603
2018-06-05,230.0,229.0,26534884,2018-06-05,225.4,227.95,0,0.0,0.0
2018-06-06,229.0,230.0,24767441,2018-06-06,227.2,227.975,0,0.0,0.004366812227074135
2018-06-07,231.0,230.0,24958266,2018-06-07,228.4,228.0,1,0.0,0.0
2018-06-08,229.0,227.0,23548851,2018-06-08,229.0,227.7,1,-0.013043478260869601,-0.013043478260869601
2018-06-11,226.5,226.0,21696933,2018-06-11,228.4,227.35,1,-0.004405286343612369,-0.004405286343612369
2018-06-12,225.0,229.0,29501260,2018-06-12,228.4,227.275,1,0.01327433628318575,0.01327433628318575
2018-06-13,229.0,232.0,28944970,2018-06-13,228.8,227.35,1,0.013100436681222627,0.013100436681222627
2018-06-14,230.0,226.5,33408041,2018-06-14,228.1,227.35,1,-0.023706896551724088,-0.023706896551724088
2018-06-15,225.0,231.0,48059679,2018-06-15,228.9,227.725,1,0.019867549668874274,0.019867549668874274
2018-06-19,225.5,225.0,56889624,2018-06-19,228.7,227.525,1,-0.025974025974025983,-0.025974025974025983
2018-06-20,224.5,226.0,40708701,2018-06-20,228.1,227.375,1,0.004444444444444473,0.004444444444444473
2018-06-21,227.5,226.5,31242557,2018-06-21,227.0,227.275,-1,-0.0022123893805310324,0.0022123893805310324
2018-06-22,224.5,227.5,43581409,2018-06-22,227.2,227.2,0,0.0,0.004415011037527616
2018-06-25,220.0,218.0,45025211,2018-06-25,224.6,226.675,0,0.0,-0.04175824175824172
2018-06-26,215.5,214.5,38446346,2018-06-26,222.5,226.05,0,0.0,-0.016055045871559592
2018-06-27,216.0,213.0,39888414,2018-06-27,219.9,225.45,0,0.0,-0.006993006993006978
2018-06-28,211.0,212.0,37940780,2018-06-28,217.0,225.0,0,0.0,-0.0046948356807511304
2018-06-29,212.0,216.5,34313680,2018-06-29,214.8,224.625,0,0.0,0.021226415094339535
2018-07-02,218.5,214.0,32449442,2018-07-02,214.0,224.125,0,0.0,-0.011547344110854452
2018-07-03,215.5,214.5,28323220,2018-07-03,214.0,223.4,0,0.0,0.002336448598130758
2018-07-04,217.0,216.0,15212295,2018-07-04,214.6,222.75,0,0.0,0.006993006993007089
2018-07-05,214.0,214.5,18225416,2018-07-05,215.1,221.975,0,0.0,-0.00694444444444442
2018-07-06,217.5,217.0,29033762,2018-07-06,215.2,221.325,0,0.0,0.011655011655011593
2018-07-09,219.5,221.5,38734793,2018-07-09,216.7,221.05,0,0.0,0.02073732718894017
2018-07-10,223.0,222.0,20118957,2018-07-10,218.2,220.85,0,0.0,0.0022573363431150906
2018-07-11,220.0,220.0,19854690,2018-07-11,219.0,220.4,0,0.0,-0.009009009009009028
2018-07-12,218.0,220.5,23666051,2018-07-12,220.2,219.825,1,0.002272727272727204,0.002272727272727204
2018-07-13,222.5,224.5,29716311,2018-07-13,221.7,219.725,1,0.018140589569161092,0.018140589569161092
2018-07-16,224.5,223.5,15819254,2018-07-16,222.1,219.35,1,-0.0044543429844098315,-0.0044543429844098315
2018-07-17,222.5,221.5,21548436,2018-07-17,222.0,219.175,1,-0.008948545861297563,-0.008948545861297563
2018-07-18,223.0,223.0,39898658,2018-07-18,222.6,219.025,1,0.006772009029345272,0.006772009029345272
2018-07-19,225.5,224.5,39661216,2018-07-19,223.4,218.925,1,0.006726457399103047,0.006726457399103047
2018-07-20,235.0,237.5,97969023,2018-07-20,226.0,219.425,1,0.057906458797327476,0.057906458797327476
2018-07-23,239.0,241.0,52256877,2018-07-23,229.5,220.575,1,0.01473684210526316,0.01473684210526316
2018-07-24,240.0,241.0,27239267,2018-07-24,233.4,221.9,1,0.0,0.0
2018-07-25,239.0,240.5,20962512,2018-07-25,236.9,223.275,1,-0.0020746887966804906,-0.0020746887966804906
2018-07-26,241.0,241.0,30606388,2018-07-26,240.2,224.725,1,0.0020790020790020236,0.0020790020790020236
2018-07-27,242.0,244.5,27129646,2018-07-27,241.6,226.125,1,0.014522821576763434,0.014522821576763434
2018-07-30,244.5,245.5,22788730,2018-07-30,242.5,227.7,1,0.004089979550102152,0.004089979550102152
2018-07-31,243.5,246.0,27059442,2018-07-31,243.5,229.275,1,0.0020366598778003286,0.0020366598778003286
2018-08-01,247.0,248.0,29136161,2018-08-01,245.0,230.875,1,0.008130081300812941,0.008130081300812941
2018-08-02,249.0,244.5,22402110,2018-08-02,245.7,232.375,1,-0.014112903225806495,-0.014112903225806495
2018-08-03,246.0,247.0,24719097,2018-08-03,246.2,233.875,1,0.010224948875255713,0.010224948875255713
2018-08-06,245.0,245.5,22364568,2018-08-06,246.2,235.075,1,-0.006072874493927127,-0.006072874493927127
2018-08-07,245.0,241.5,23992418,2018-08-07,245.3,236.05,1,-0.016293279022403295,-0.016293279022403295
2018-08-08,245.0,247.5,24382432,2018-08-08,245.2,237.425,1,0.024844720496894457,0.024844720496894457
2018-08-09,247.0,247.0,15128655,2018-08-09,245.7,238.75,1,-0.002020202020202033,-0.002020202020202033
2018-08-10,246.5,245.0,15890492,2018-08-10,245.3,239.775,1,-0.0080971659919028,-0.0080971659919028
2018-08-13,241.5,240.5,17881194,2018-08-13,244.3,240.625,1,-0.01836734693877551,-0.01836734693877551
2018-08-14,245.0,243.5,17358913,2018-08-14,244.7,241.725,1,0.012474012474012364,0.012474012474012364
2018-08-15,244.5,241.5,18473321,2018-08-15,243.5,242.65,1,-0.008213552361396315,-0.008213552361396315
2018-08-16,238.0,239.0,19155966,2018-08-16,241.9,243.375,-1,0.010351966873705987,-0.010351966873705987
2018-08-17,239.5,239.5,18324474,2018-08-17,240.8,243.475,0,0.0,0.0020920502092049986
2018-08-20,239.5,239.5,16933437,2018-08-20,240.6,243.4,0,0.0,0.0
2018-08-21,239.0,241.0,12014127,2018-08-21,240.1,243.4,0,0.0,0.006263048016701411
2018-08-22,241.5,242.0,12614240,2018-08-22,240.2,243.475,0,0.0,0.004149377593360981
2018-08-23,243.0,244.5,14839240,2018-08-23,241.3,243.65,0,0.0,0.010330578512396604
2018-08-24,245.5,243.5,14355943,2018-08-24,242.1,243.6,0,0.0,-0.004089979550102263
2018-08-27,246.0,245.0,15152299,2018-08-27,243.2,243.575,0,0.0,0.006160164271047153
2018-08-28,248.5,249.5,36792531,2018-08-28,244.9,243.75,1,0.01836734693877551,0.01836734693877551
2018-08-29,253.5,259.0,56993182,2018-08-29,248.3,244.3,1,0.038076152304609145,0.038076152304609145
2018-08-30,264.5,263.5,48957808,2018-08-30,252.1,245.25,1,0.01737451737451745,0.01737451737451745
2018-08-31,257.5,256.0,69069506,2018-08-31,254.6,245.7,1,-0.028462998102466774,-0.028462998102466774
2018-09-03,259.0,257.0,26720905,2018-09-03,257.0,246.275,1,0.00390625,0.00390625
2018-09-04,258.5,257.5,34304615,2018-09-04,258.6,247.075,1,0.0019455252918287869,0.0019455252918287869
2018-09-05,260.0,264.0,44864459,2018-09-05,259.6,247.9,1,0.025242718446601975,0.025242718446601975
2018-09-06,268.0,261.0,35698488,2018-09-06,259.1,248.6,1,-0.011363636363636354,-0.011363636363636354
2018-09-07,263.0,264.0,38663728,2018-09-07,260.7,249.55,1,0.011494252873563315,0.011494252873563315
2018-09-10,266.5,264.5,41659795,2018-09-10,262.2,250.75,1,0.0018939393939394478,0.0018939393939394478
2018-09-11,263.0,260.0,34350276,2018-09-11,262.7,251.575,1,-0.017013232514177745,-0.017013232514177745
2018-09-12,261.0,260.5,37885965,2018-09-12,262.0,252.525,1,0.0019230769230769162,0.0019230769230769162
2018-09-13,260.0,255.0,37576180,2018-09-13,260.8,253.325,1,-0.021113243761996192,-0.021113243761996192
2018-09-14,257.0,261.0,37903219,2018-09-14,260.2,254.4,1,0.0235294117647058,0.0235294117647058
2018-09-17,262.5,258.0,24765758,2018-09-17,258.9,255.325,1,-0.011494252873563204,-0.011494252873563204
2018-09-18,256.5,254.5,33960152,2018-09-18,257.8,256.0,1,-0.013565891472868241,-0.013565891472868241
2018-09-19,258.0,258.0,59227711,2018-09-19,257.3,256.8,1,0.013752455795677854,0.013752455795677854
2018-09-20,261.5,260.0,29649071,2018-09-20,258.3,257.575,1,0.007751937984496138,0.007751937984496138
2018-09-21,261.5,261.5,35012974,2018-09-21,258.4,258.475,-1,-0.005769230769230749,0.005769230769230749
2018-09-25,261.5,263.5,24397062,2018-09-25,259.5,259.4,1,0.007648183556405286,0.007648183556405286
2018-09-26,263.0,263.5,24859115,2018-09-26,261.3,260.1,1,0.0,0.0
2018-09-27,264.0,265.0,38495371,2018-09-27,262.7,260.4,1,0.005692599620493288,0.005692599620493288
2018-09-28,266.0,262.5,39626486,2018-09-28,263.2,260.35,1,-0.009433962264150941,-0.009433962264150941
2018-10-01,262.0,263.0,22254380,2018-10-01,263.5,260.7,1,0.0019047619047618536,0.0019047619047618536
2018-10-02,262.0,257.5,38391491,2018-10-02,262.3,260.725,1,-0.020912547528517123,-0.020912547528517123
2018-10-03,257.5,260.0,25228536,2018-10-03,261.6,260.85,1,0.009708737864077666,0.009708737864077666
2018-10-04,257.0,254.0,36408727,2018-10-04,259.4,260.35,-1,0.023076923076923106,-0.023076923076923106
2018-10-05,250.0,250.0,40204660,2018-10-05,256.9,259.8,0,0.0,-0.015748031496062964
2018-10-08,245.5,243.5,50876958,2018-10-08,253.0,258.775,0,0.0,-0.026000000000000023
2018-10-09,243.5,244.0,28905345,2018-10-09,250.3,257.75,0,0.0,0.002053388090349051
2018-10-11,233.5,227.5,94589657,2018-10-11,243.8,256.125,0,0.0,-0.06762295081967218
2018-10-12,231.0,237.0,47175769,2018-10-12,240.4,254.95,0,0.0,0.04175824175824183
2018-10-15,234.0,230.5,42168280,2018-10-15,236.5,253.725,0,0.0,-0.02742616033755274
2018-10-16,229.5,237.0,37818077,2018-10-16,235.2,252.525,0,0.0,0.02819956616052055
2018-10-17,241.5,238.5,42494858,2018-10-17,234.1,251.55,0,0.0,0.006329113924050667
2018-10-18,238.0,236.5,25676430,2018-10-18,235.9,250.65,0,0.0,-0.008385744234800874
2018-10-19,231.0,236.0,28358460,2018-10-19,235.7,249.55,0,0.0,-0.0021141649048626032
2018-10-22,232.5,237.0,29275777,2018-10-22,237.0,248.4,0,0.0,0.004237288135593209
2018-10-23,232.0,230.0,32827745,2018-10-23,235.6,246.825,0,0.0,-0.029535864978902926
2018-10-24,230.0,229.5,44321950,2018-10-24,233.8,245.125,0,0.0,-0.0021739130434782483
2018-10-25,220.5,219.5,75524118,2018-10-25,230.4,242.925,0,0.0,-0.04357298474945537
2018-10-26,223.0,221.0,38439644,2018-10-26,227.4,240.725,0,0.0,0.006833712984054774
2018-10-29,223.0,222.5,18463792,2018-10-29,224.5,238.725,0,0.0,0.006787330316742057
2018-10-30,221.0,223.0,28877931,2018-10-30,223.1,236.725,0,0.0,0.0022471910112360494
2018-10-31,228.0,234.0,57283201,2018-10-31,224.0,235.55,0,0.0,0.049327354260089606
2018-11-01,236.0,235.5,41974797,2018-11-01,227.2,234.325,0,0.0,0.0064102564102563875
2018-11-02,236.5,236.5,30722361,2018-11-02,230.3,233.45,0,0.0,0.00424628450106157
2018-11-05,233.0,235.0,25452065,2018-11-05,232.8,232.7,1,-0.006342494714587699,-0.006342494714587699
2018-11-06,234.0,234.5,30468176,2018-11-06,235.1,232.25,1,-0.0021276595744680327,-0.0021276595744680327
2018-11-07,233.0,234.0,34424652,2018-11-07,235.1,231.75,1,-0.002132196162046962,-0.002132196162046962
2018-11-08,237.5,236.5,24739146,2018-11-08,235.3,232.2,1,0.010683760683760646,0.010683760683760646
2018-11-09,234.5,231.0,23219081,2018-11-09,234.2,231.9,1,-0.023255813953488413,-0.023255813953488413
2018-11-12,230.0,231.5,23228445,2018-11-12,233.5,231.95,1,0.0021645021645022577,0.0021645021645022577
2018-11-13,224.5,227.5,36104127,2018-11-13,232.1,231.475,1,-0.017278617710583144,-0.017278617710583144
2018-11-14,230.0,228.5,20028279,2018-11-14,231.0,230.975,1,0.00439560439560438,0.00439560439560438
2018-11-15,229.5,231.0,22072228,2018-11-15,229.9,230.7,-1,-0.010940919037199182,0.010940919037199182
2018-11-16,229.0,226.0,46738909,2018-11-16,228.9,230.2,0,0.0,-0.02164502164502169
2018-11-19,225.0,222.0,48944754,2018-11-19,227.0,229.45,0,0.0,-0.017699115044247815
2018-11-20,219.0,218.0,41569756,2018-11-20,225.1,228.85,0,0.0,-0.018018018018018056
2018-11-21,214.5,219.0,35206343,2018-11-21,223.2,228.325,0,0.0,0.004587155963302836
2018-11-22,221.5,219.0,21929610,2018-11-22,220.8,228.3,0,0.0,0.0
2018-11-23,220.5,218.5,14883334,2018-11-23,219.3,228.175,0,0.0,-0.0022831050228310223
2018-11-26,219.0,223.0,30599804,2018-11-26,219.5,228.2,0,0.0,0.020594965675057253
2018-11-27,220.0,224.0,26584349,2018-11-27,220.7,228.25,0,0.0,0.004484304932735439
2018-11-28,222.5,226.5,24429026,2018-11-28,222.2,227.875,0,0.0,0.01116071428571419
2018-11-29,231.5,229.0,44383207,2018-11-29,224.2,227.55,0,0.0,0.011037527593819041
2018-11-30,229.5,225.5,55827957,2018-11-30,225.6,227.0,0,0.0,-0.015283842794759805
2018-12-03,231.0,235.0,45333986,2018-12-03,228.0,227.0,1,0.04212860310421296,0.04212860310421296
2018-12-04,233.0,234.0,39746162,2018-12-04,230.0,226.975,1,-0.004255319148936176,-0.004255319148936176
2018-12-05,226.5,226.0,42835576,2018-12-05,229.9,226.575,1,-0.03418803418803418,-0.03418803418803418
2018-12-06,220.0,220.0,40149112,2018-12-06,228.1,225.75,1,-0.026548672566371723,-0.026548672566371723
2018-12-07,222.5,221.0,25063568,2018-12-07,227.2,225.25,1,0.00454545454545463,0.00454545454545463
2018-12-10,219.5,219.0,19433461,2018-12-10,224.0,224.625,-1,0.009049773755656076,-0.009049773755656076
2018-12-11,220.0,222.5,27375220,2018-12-11,221.7,224.375,0,0.0,0.015981735159817267
2018-12-12,223.5,226.5,26433846,2018-12-12,221.8,224.275,0,0.0,0.01797752808988773
2018-12-13,227.0,226.0,32087141,2018-12-13,223.0,224.025,0,0.0,-0.002207505518763808
2018-12-14,223.0,222.5,38646159,2018-12-14,223.3,223.85,0,0.0,-0.015486725663716783
2018-12-17,221.0,223.5,18938952,2018-12-17,224.2,223.925,1,0.004494382022471877,0.004494382022471877
2018-12-18,221.0,222.5,30203541,2018-12-18,224.2,224.15,1,-0.004474272930648726,-0.004474272930648726
2018-12-19,222.0,225.5,23390082,2018-12-19,224.0,224.475,-1,-0.01348314606741563,0.01348314606741563
2018-12-20,221.0,221.0,35027116,2018-12-20,223.0,224.575,0,0.0,-0.019955654101995512
2018-12-21,219.0,223.5,43507532,2018-12-21,223.2,224.825,0,0.0,0.011312217194570096
2018-12-24,221.5,220.0,22976100,2018-12-24,222.5,224.675,0,0.0,-0.015659955257270708
2018-12-25,215.5,217.5,19402777,2018-12-25,221.5,224.35,0,0.0,-0.011363636363636354
2018-12-26,218.5,216.5,16463259,2018-12-26,219.7,223.85,0,0.0,-0.0045977011494252595
2018-12-27,222.0,223.0,21491484,2018-12-27,220.1,223.55,0,0.0,0.03002309468822162
2018-12-28,223.5,225.5,29456773,2018-12-28,220.5,223.55,0,0.0,0.011210762331838486
2019-01-02,226.5,219.5,32900482,2019-01-02,220.4,222.775,0,0.0,-0.026607538802660757
2019-01-03,214.0,215.5,34087620,2019-01-03,220.0,221.85,0,0.0,-0.018223234624145768
2019-01-04,211.5,208.0,65943521,2019-01-04,218.3,220.95,0,0.0,-0.03480278422273786
2019-01-07,212.0,213.0,35442176,2019-01-07,216.3,220.6,0,0.0,0.024038461538461453
2019-01-08,212.0,211.0,22694481,2019-01-08,213.4,220.1,0,0.0,-0.009389671361502372
2019-01-09,212.0,215.5,46295446,2019-01-09,212.6,219.925,0,0.0,0.021327014218009532
2019-01-10,216.0,216.0,20754593,2019-01-10,212.7,219.6,0,0.0,0.002320185614849146
2019-01-11,219.0,220.5,28102288,2019-01-11,215.2,219.3,0,0.0,0.02083333333333326
2019-01-14,218.5,218.5,17612296,2019-01-14,216.3,218.925,0,0.0,-0.009070294784580546
2019-01-15,216.5,221.0,38882923,2019-01-15,218.3,218.85,0,0.0,0.011441647597254079
2019-01-16,218.5,217.5,28978282,2019-01-16,218.7,218.55,1,-0.015837104072398245,-0.015837104072398245
2019-01-17,218.0,220.5,21163986,2019-01-17,219.6,218.45,1,0.01379310344827589,0.01379310344827589
2019-01-18,219.0,218.5,49627569,2019-01-18,219.2,218.1,1,-0.009070294784580546,-0.009070294784580546
2019-01-21,220.0,221.0,29384866,2019-01-21,219.7,218.1,1,0.011441647597254079,0.011441647597254079
2019-01-22,220.0,223.0,28926483,2019-01-22,220.1,218.075,1,0.009049773755656076,0.009049773755656076
2019-01-23,221.5,220.5,16671213,2019-01-23,220.7,218.1,1,-0.011210762331838597,-0.011210762331838597
2019-01-24,222.5,222.5,26417924,2019-01-24,221.1,218.35,1,0.009070294784580435,0.009070294784580435
2019-01-25,226.5,226.0,46692764,2019-01-25,222.6,218.825,1,0.01573033707865168,0.01573033707865168
2019-01-28,229.5,229.0,26026257,2019-01-28,224.2,219.125,1,0.01327433628318575,0.01327433628318575
2019-01-29,222.5,222.5,41122520,2019-01-29,224.1,218.975,1,-0.028384279475982543,-0.028384279475982543
2019-01-30,220.5,221.0,44755945,2019-01-30,224.2,219.05,1,-0.006741573033707815,-0.006741573033707815
2019-02-11,228.0,228.0,78307106,2019-02-11,225.3,219.675,1,0.03167420814479649,0.03167420814479649
2019-02-12,230.0,230.0,29406670,2019-02-12,226.1,220.775,1,0.00877192982456143,0.00877192982456143
2019-02-13,232.0,229.0,28634925,2019-02-13,226.1,221.575,1,-0.004347826086956497,-0.004347826086956497
2019-02-14,229.5,227.0,23647751,2019-02-14,227.0,222.375,1,-0.008733624454148492,-0.008733624454148492
