startTime,time,open,high,low,close,volume
2020-11-02T13:00:00+00:00,1604322000000.0,265.72,266.06,262.905,263.59,276.8851
2020-11-02T14:00:00+00:00,1604325600000.0,263.59,268.78,262.94,268.58,29.1019
2020-11-02T15:00:00+00:00,1604329200000.0,268.29,270.08,266.79,267.53,40.228
2020-11-02T16:00:00+00:00,1604332800000.0,267.53,267.92,263.33,263.38,187.4276
2020-11-02T17:00:00+00:00,1604336400000.0,263.33,263.54,260.32,260.8,10.432
2020-11-02T18:00:00+00:00,1604340000000.0,260.8,260.97,258.26,258.37,7.824
2020-11-02T19:00:00+00:00,1604343600000.0,258.37,260.43,257.77,259.78,0.0
2020-11-02T20:00:00+00:00,1604347200000.0,259.78,261.16,259.41,261.07,148.0632
2020-11-02T21:00:00+00:00,1604350800000.0,261.07,261.17,259.76,260.92,0.0
2020-11-02T22:00:00+00:00,1604354400000.0,260.92,261.9,260.59,260.93,0.0
2020-11-02T23:00:00+00:00,1604358000000.0,260.93,261.65,260.27,261.39,0.0
2020-11-03T00:00:00+00:00,1604361600000.0,261.39,261.99,260.75,261.95,0.0
2020-11-03T01:00:00+00:00,1604365200000.0,261.95,262.35,261.15,262.23,0.0
2020-11-03T02:00:00+00:00,1604368800000.0,262.23,262.63,261.83,262.63,0.0
2020-11-03T03:00:00+00:00,1604372400000.0,262.63,262.63,261.39,262.14,0.0
2020-11-03T04:00:00+00:00,1604376000000.0,262.14,262.14,261.19,261.57,0.0
2020-11-03T05:00:00+00:00,1604379600000.0,261.61,262.22,261.31,261.91,0.0
2020-11-03T06:00:00+00:00,1604383200000.0,261.91,262.31,261.43,262.07,0.0
2020-11-03T07:00:00+00:00,1604386800000.0,262.07,262.54,261.45,262.35,2.6235
2020-11-03T08:00:00+00:00,1604390400000.0,262.35,263.76,262.35,263.57,0.0
2020-11-03T09:00:00+00:00,1604394000000.0,263.57,264.56,263.02,264.4,0.0
2020-11-03T10:00:00+00:00,1604397600000.0,264.4,265.71,263.76,265.06,18.5997
2020-11-03T11:00:00+00:00,1604401200000.0,265.06,265.54,264.79,265.28,0.0
2020-11-03T12:00:00+00:00,1604404800000.0,265.28,265.41,264.86,264.89,299.563
2020-11-03T13:00:00+00:00,1604408400000.0,264.89,265.1,264.51,264.75,0.0
2020-11-03T14:00:00+00:00,1604412000000.0,264.75,265.1,261.29,264.95,0.0
2020-11-03T15:00:00+00:00,1604415600000.0,264.95,269.75,264.42,269.66,0.0
2020-11-03T16:00:00+00:00,1604419200000.0,269.66,269.77,267.12,267.29,8.082
2020-11-03T17:00:00+00:00,1604422800000.0,267.29,269.25,266.95,268.48,0.0
2020-11-03T18:00:00+00:00,1604426400000.0,268.48,269.4,266.28,266.4,0.0
2020-11-03T19:00:00+00:00,1604430000000.0,266.4,267.4,266.05,266.96,300.7495
2020-11-03T20:00:00+00:00,1604433600000.0,266.96,267.09,265.38,265.6,10.624
2020-11-03T21:00:00+00:00,1604437200000.0,265.6,265.6,264.95,265.6,0.0
2020-11-03T22:00:00+00:00,1604440800000.0,265.6,265.6,265.6,265.6,0.0
2020-11-03T23:00:00+00:00,1604444400000.0,265.6,267.73,265.6,267.73,267.73
2020-11-04T00:00:00+00:00,1604448000000.0,267.73,267.73,263.55,263.55,411.2844
2020-11-04T01:00:00+00:00,1604451600000.0,263.55,265.69,263.55,264.85,0.0
2020-11-04T02:00:00+00:00,1604455200000.0,264.85,265.93,263.54,265.63,26.467
2020-11-04T03:00:00+00:00,1604458800000.0,265.66,269.8,264.67,268.35,0.0
2020-11-04T04:00:00+00:00,1604462400000.0,268.35,269.41,265.53,266.94,0.0
2020-11-04T05:00:00+00:00,1604466000000.0,266.94,268.16,265.87,266.48,0.0
2020-11-04T06:00:00+00:00,1604469600000.0,266.48,266.96,264.67,265.65,0.0
2020-11-04T07:00:00+00:00,1604473200000.0,265.65,267.1,262.76,264.6,26.71
2020-11-04T08:00:00+00:00,1604476800000.0,264.6,267.1,264.13,267.1,0.0
2020-11-04T09:00:00+00:00,1604480400000.0,267.1,268.23,267.1,267.1,0.0
2020-11-04T10:00:00+00:00,1604484000000.0,267.1,267.1,267.1,267.1,0.0
2020-11-04T11:00:00+00:00,1604487600000.0,267.1,267.1,265.74,266.18,26.574
2020-11-04T12:00:00+00:00,1604491200000.0,266.18,269.3,265.74,269.15,0.0
2020-11-04T13:00:00+00:00,1604494800000.0,269.15,269.93,268.52,269.8,8.094
2020-11-04T14:00:00+00:00,1604498400000.0,269.8,284.06,269.8,282.1,298.1409
2020-11-04T15:00:00+00:00,1604502000000.0,282.49,286.5,281.6,285.6,0.0
2020-11-04T16:00:00+00:00,1604505600000.0,285.6,287.05,284.96,286.21,40.124
2020-11-04T17:00:00+00:00,1604509200000.0,286.21,288.82,285.78,287.28,0.0
2020-11-04T18:00:00+00:00,1604512800000.0,287.28,288.35,285.79,288.29,0.0
2020-11-04T19:00:00+00:00,1604516400000.0,288.22,288.77,286.12,287.87,0.0
2020-11-04T20:00:00+00:00,1604520000000.0,287.87,288.17,285.4,286.84,165.8974
2020-11-04T21:00:00+00:00,1604523600000.0,286.89,288.19,286.03,287.05,0.0
2020-11-04T22:00:00+00:00,1604527200000.0,287.05,288.02,286.51,287.34,0.0
2020-11-04T23:00:00+00:00,1604530800000.0,287.39,287.89,286.03,286.86,0.0
2020-11-05T00:00:00+00:00,1604534400000.0,286.8,288.01,286.03,287.71,0.0
2020-11-05T01:00:00+00:00,1604538000000.0,287.71,287.99,287.05,287.6,0.0
2020-11-05T02:00:00+00:00,1604541600000.0,287.67,287.81,286.21,287.29,0.0
2020-11-05T03:00:00+00:00,1604545200000.0,287.29,289.59,287.22,289.24,0.0
2020-11-05T04:00:00+00:00,1604548800000.0,289.24,289.8,288.73,289.39,0.0
2020-11-05T05:00:00+00:00,1604552400000.0,289.35,290.29,288.5,289.92,0.0
2020-11-05T06:00:00+00:00,1604556000000.0,289.92,290.08,288.25,288.77,0.0
2020-11-05T07:00:00+00:00,1604559600000.0,288.77,290.58,288.4,290.05,0.0
2020-11-05T08:00:00+00:00,1604563200000.0,290.05,291.56,289.88,290.64,0.0
2020-11-05T09:00:00+00:00,1604566800000.0,290.64,292.03,289.84,292.0,0.0
2020-11-05T10:00:00+00:00,1604570400000.0,292.0,292.94,292.0,292.89,0.0
2020-11-05T11:00:00+00:00,1604574000000.0,292.89,293.03,292.0,292.38,0.0
2020-11-05T12:00:00+00:00,1604577600000.0,292.38,292.6,292.0,292.33,0.0
2020-11-05T13:00:00+00:00,1604581200000.0,292.38,292.45,292.0,292.0,0.0
2020-11-05T14:00:00+00:00,1604584800000.0,292.0,293.8,289.78,293.62,295.57
2020-11-05T15:00:00+00:00,1604588400000.0,293.8,294.76,292.47,294.03,0.0
2020-11-05T16:00:00+00:00,1604592000000.0,294.03,297.19,292.65,296.22,396.9402
2020-11-05T17:00:00+00:00,1604595600000.0,296.22,296.32,294.93,296.22,0.0
2020-11-05T18:00:00+00:00,1604599200000.0,296.22,296.42,295.73,296.22,0.0
2020-11-05T19:00:00+00:00,1604602800000.0,296.22,297.02,296.1,296.22,0.0
2020-11-05T20:00:00+00:00,1604606400000.0,296.22,296.23,294.35,294.6,5.892
2020-11-05T21:00:00+00:00,1604610000000.0,294.6,295.35,294.6,294.64,0.0
2020-11-05T22:00:00+00:00,1604613600000.0,294.69,295.11,294.6,294.8,0.0
2020-11-05T23:00:00+00:00,1604617200000.0,294.8,294.94,294.37,294.6,0.0
2020-11-06T00:00:00+00:00,1604620800000.0,294.6,295.15,294.6,295.02,100.351
2020-11-06T01:00:00+00:00,1604624400000.0,295.02,295.15,294.59,295.15,0.0
2020-11-06T02:00:00+00:00,1604628000000.0,295.15,295.15,294.73,295.0,5.9
2020-11-06T03:00:00+00:00,1604631600000.0,295.0,295.0,294.35,294.46,0.0
2020-11-06T04:00:00+00:00,1604635200000.0,294.46,295.0,292.71,292.71,383.4512
2020-11-06T05:00:00+00:00,1604638800000.0,292.71,292.89,292.71,292.76,0.0
2020-11-06T06:00:00+00:00,1604642400000.0,292.76,293.25,292.71,292.79,0.0
2020-11-06T07:00:00+00:00,1604646000000.0,292.86,293.66,292.71,293.33,0.0
2020-11-06T08:00:00+00:00,1604649600000.0,293.4,294.33,292.71,292.71,0.0
2020-11-06T09:00:00+00:00,1604653200000.0,292.71,292.71,292.67,292.71,0.0
2020-11-06T10:00:00+00:00,1604656800000.0,292.71,292.71,292.31,292.71,0.0
2020-11-06T11:00:00+00:00,1604660400000.0,292.71,292.85,292.71,292.71,0.0
2020-11-06T12:00:00+00:00,1604664000000.0,292.71,293.17,292.71,292.71,0.0
2020-11-06T13:00:00+00:00,1604667600000.0,292.71,294.56,292.71,292.71,0.0
2020-11-06T14:00:00+00:00,1604671200000.0,292.71,295.88,289.83,290.48,11.6728
2020-11-06T15:00:00+00:00,1604674800000.0,290.48,292.97,289.03,291.22,5.7806
2020-11-06T16:00:00+00:00,1604678400000.0,291.22,294.16,290.2,293.93,0.0
2020-11-06T17:00:00+00:00,1604682000000.0,293.93,294.63,293.56,294.21,8.8389
2020-11-06T18:00:00+00:00,1604685600000.0,294.21,294.8,293.47,293.47,0.0
2020-11-06T19:00:00+00:00,1604689200000.0,293.47,294.46,293.04,293.24,0.0
2020-11-06T20:00:00+00:00,1604692800000.0,293.24,294.63,292.52,294.63,0.0
2020-11-06T21:00:00+00:00,1604696400000.0,294.63,294.63,294.63,294.63,0.0
2020-11-06T22:00:00+00:00,1604700000000.0,294.63,294.63,294.63,294.63,0.0
2020-11-06T23:00:00+00:00,1604703600000.0,294.63,294.63,294.63,294.63,0.0
2020-11-07T00:00:00+00:00,1604707200000.0,294.63,294.63,294.63,294.63,0.0
2020-11-07T01:00:00+00:00,1604710800000.0,294.63,294.63,294.63,294.63,0.0
2020-11-07T02:00:00+00:00,1604714400000.0,294.63,294.63,294.63,294.63,0.0
2020-11-07T03:00:00+00:00,1604718000000.0,294.63,294.63,294.63,294.63,0.0
2020-11-07T04:00:00+00:00,1604721600000.0,294.63,294.63,294.63,294.63,0.0
2020-11-07T05:00:00+00:00,1604725200000.0,294.63,294.63,294.63,294.63,0.0
2020-11-07T06:00:00+00:00,1604728800000.0,294.63,294.63,294.63,294.63,0.0
2020-11-07T07:00:00+00:00,1604732400000.0,294.63,294.63,294.63,294.63,0.0
2020-11-07T08:00:00+00:00,1604736000000.0,294.63,294.63,294.63,294.63,0.0
2020-11-07T09:00:00+00:00,1604739600000.0,294.63,294.63,294.63,294.63,0.0
2020-11-07T10:00:00+00:00,1604743200000.0,294.63,294.63,294.63,294.63,0.0
2020-11-07T11:00:00+00:00,1604746800000.0,294.63,294.63,294.63,294.63,0.0
2020-11-07T12:00:00+00:00,1604750400000.0,294.63,294.63,294.63,294.63,0.0
2020-11-07T13:00:00+00:00,1604754000000.0,294.63,294.63,294.63,294.63,0.0
2020-11-07T14:00:00+00:00,1604757600000.0,294.63,294.63,294.63,294.63,0.0
2020-11-07T15:00:00+00:00,1604761200000.0,294.63,294.63,294.63,294.63,0.0
2020-11-07T16:00:00+00:00,1604764800000.0,294.63,294.63,294.63,294.63,0.0
2020-11-07T17:00:00+00:00,1604768400000.0,294.63,294.63,294.63,294.63,0.0
2020-11-07T18:00:00+00:00,1604772000000.0,294.63,294.63,294.63,294.63,0.0
2020-11-07T19:00:00+00:00,1604775600000.0,294.63,294.63,294.63,294.63,0.0
2020-11-07T20:00:00+00:00,1604779200000.0,294.63,294.63,294.63,294.63,0.0
2020-11-07T21:00:00+00:00,1604782800000.0,294.63,294.63,294.63,294.63,0.0
2020-11-07T22:00:00+00:00,1604786400000.0,294.63,294.63,294.63,294.63,0.0
2020-11-07T23:00:00+00:00,1604790000000.0,294.63,294.63,294.63,294.63,0.0
2020-11-08T00:00:00+00:00,1604793600000.0,294.63,294.63,294.63,294.63,0.0
2020-11-08T01:00:00+00:00,1604797200000.0,294.63,294.63,294.63,294.63,0.0
2020-11-08T02:00:00+00:00,1604800800000.0,294.63,294.63,294.63,294.63,0.0
2020-11-08T03:00:00+00:00,1604804400000.0,294.63,294.63,294.63,294.63,0.0
2020-11-08T04:00:00+00:00,1604808000000.0,294.63,294.63,294.63,294.63,0.0
2020-11-08T05:00:00+00:00,1604811600000.0,294.63,294.63,294.63,294.63,0.0
2020-11-08T06:00:00+00:00,1604815200000.0,294.63,294.63,294.63,294.63,0.0
2020-11-08T07:00:00+00:00,1604818800000.0,294.63,294.63,294.63,294.63,0.0
2020-11-08T08:00:00+00:00,1604822400000.0,294.63,294.63,294.63,294.63,0.0
2020-11-08T09:00:00+00:00,1604826000000.0,294.63,294.63,294.63,294.63,0.0
2020-11-08T10:00:00+00:00,1604829600000.0,294.63,294.63,294.63,294.63,0.0
2020-11-08T11:00:00+00:00,1604833200000.0,294.63,294.63,294.63,294.63,0.0
2020-11-08T12:00:00+00:00,1604836800000.0,294.63,294.63,294.63,294.63,0.0
2020-11-08T13:00:00+00:00,1604840400000.0,294.63,294.63,294.63,294.63,0.0
2020-11-08T14:00:00+00:00,1604844000000.0,294.63,294.63,294.63,294.63,0.0
2020-11-08T15:00:00+00:00,1604847600000.0,294.63,294.63,294.63,294.63,0.0
2020-11-08T16:00:00+00:00,1604851200000.0,294.63,296.89,294.63,296.89,2.9689
2020-11-08T17:00:00+00:00,1604854800000.0,296.89,296.89,296.89,296.89,0.0
2020-11-08T18:00:00+00:00,1604858400000.0,296.89,296.89,296.89,296.89,0.0
2020-11-08T19:00:00+00:00,1604862000000.0,296.89,296.89,296.89,296.89,0.0
2020-11-08T20:00:00+00:00,1604865600000.0,296.89,296.89,296.89,296.89,0.0
2020-11-08T21:00:00+00:00,1604869200000.0,296.89,296.89,296.88,296.89,0.0
2020-11-08T22:00:00+00:00,1604872800000.0,296.89,296.89,295.97,296.89,0.0
