iter	RMSE
416	4.055443905
417	4.05143645
418	4.050412247
419	4.050291615
420	4.045927475
421	4.043272545
422	4.040784169
423	4.039015776
424	4.0366587
425	4.034862742
426	4.032750139
427	4.031083203
428	4.029282715
429	4.027349265
430	4.026467512
431	4.025538467
432	4.024397301
433	4.023591117
434	4.021275
435	4.017673164
436	4.014997642
437	4.012132749
438	4.008106863
439	4.004703334
440	4.003016242
441	4.001240632
442	3.999598351
443	3.999480604
444	3.997460826
445	3.996557155
446	3.993980961
447	3.989931055
448	3.98623946
449	3.985286897
450	3.981583304
451	3.980515762
452	3.978495632
453	3.977480597
454	3.976881592
455	3.975721784
456	3.973108269
457	3.971517364
458	3.971299671
459	3.970414796
460	3.969949876
461	3.96966579
462	3.967523599
463	3.967402846
464	3.964175665
465	3.963888974
466	3.961231366
467	3.960598515
468	3.959786811
469	3.959248391
470	3.95775011
471	3.957664162
472	3.954924559
473	3.953139286
474	3.952956236
475	3.94980831
476	3.947750833
477	3.94675659
478	3.943705288
479	3.943118718
480	3.940153524
481	3.940091454
482	3.93886505
483	3.938571847
484	3.936569065
485	3.935464469
486	3.935198736
487	3.932962986
488	3.931441542
489	3.928679178
490	3.924776582
491	3.92169763
492	3.921602817
493	3.921391226
494	3.921263878
495	3.920557115
496	3.919638996
497	3.918906353
498	3.91628205
499	3.911940394
500	3.908002195
501	3.907147554
502	3.905895855
503	3.903095001
504	3.901375746
505	3.900426334
506	3.89699084
507	3.895013171
508	3.89362405
509	3.892956418
510	3.892854099
511	3.892197606
512	3.890835128
513	3.888621052
514	3.887133943
515	3.886359
516	3.883617031
517	3.882306074
518	3.881728526
519	3.880814393
520	3.880551006
521	3.877740099
522	3.874917295
523	3.873285129
524	3.87221832
525	3.87071042
526	3.869296799
527	3.86822731
528	3.867471224
529	3.864553655
530	3.862715963
531	3.858705878
532	3.856715228
533	3.853907023
534	3.853683424
535	3.853190564
536	3.852938929
537	3.852861614
538	3.850254456
539	3.846915563
540	3.844561215
541	3.842955355
542	3.841717486
543	3.838948265
544	3.836347495
545	3.835993545
546	3.835565393
547	3.834899719
548	3.834159293
549	3.831586747
550	3.830687164
551	3.827701299
552	3.824389604
553	3.822460221
554	3.821298713
555	3.818447012
556	3.817699156
557	3.815709816
558	3.812702104
559	3.810598381
560	3.809421856
561	3.806823208
562	3.806723015
563	3.804231906
564	3.803519151
565	3.800226508
566	3.799669479
567	3.796499297
568	3.795691001
569	3.793860011
570	3.791488141
571	3.790454589
572	3.789116989
573	3.786272045
574	3.785701454
575	3.785036322
576	3.784784198
577	3.781131949
578	3.77796256
579	3.775944578
580	3.775560068
581	3.774748585
582	3.774076661
583	3.772475836
584	3.771449414
585	3.771137251
586	3.770980349
587	3.767871145
588	3.76645327
589	3.765729958
590	3.764567828
591	3.764378994
592	3.76384932
593	3.762691258
594	3.760127309
595	3.758580604
596	3.758432506
597	3.756575657
598	3.753343669
599	3.751992308
600	3.751390468
601	3.747950908
602	3.747398493
603	3.746962191
604	3.744111717
605	3.743060142
606	3.742404979
607	3.741394609
608	3.740423279
609	3.740248394
610	3.739503118
611	3.737187415
612	3.733943792
613	3.733111914
614	3.732177746
615	3.73161294
616	3.731112934
617	3.72941977
618	3.726406084
619	3.726192105
620	3.723805134
621	3.72268957
622	3.720197345
623	3.71657023
624	3.714274175
625	3.710577242
626	3.709008284
627	3.708872848
628	3.707917802
629	3.70691606
630	3.706110361
631	3.705485992
632	3.705000278
633	3.704807593
634	3.703832288
635	3.700983374
636	3.700462585
637	3.699901716
638	3.699566386
639	3.699429689
640	3.695807707
641	3.695389856
642	3.694790869
643	3.69212101
644	3.68956149
645	3.68787708
646	3.687733774
647	3.687568922
648	3.686639628
649	3.685459209
650	3.683092392
651	3.682502853
652	3.681249928
653	3.679779886
654	3.676132765
655	3.675559126
656	3.672502668
657	3.671627937
658	3.670879987
659	3.670105221
660	3.667629686
661	3.666410115
662	3.666272581
663	3.666110381
664	3.663569007
665	3.663389183
666	3.660545563
667	3.660354643
668	3.659731051
669	3.659235175
670	3.655917878
671	3.654255052
672	3.651347945
673	3.651080355
674	3.649760201
675	3.649652491
676	3.645551898
677	3.64409567
678	3.640793593
679	3.637816974
680	3.63505056
681	3.632979512
682	3.631930993
683	3.631721609
684	3.631490579
685	3.631085588
686	3.630730969
687	3.629142406
688	3.628432152
689	3.628344708
690	3.624898044
691	3.623648989
692	3.620972645
693	3.620760822
694	3.62007906
695	3.617856158
696	3.616293854
697	3.616005134
698	3.614872489
699	3.612961325
700	3.611833481
701	3.609645775
702	3.609285934
703	3.608509225
704	3.60684481
705	3.606696609
706	3.606141351
707	3.605326544
708	3.604312963
709	3.603643169
710	3.603184935
711	3.601925547
712	3.599807166
713	3.598875999
714	3.598391616
715	3.595527992
716	3.592913025
717	3.592000706
718	3.591896308
719	3.591322899
720	3.590686345
721	3.588812394
722	3.586812001
723	3.584733275
724	3.582554316
725	3.581636075
726	3.579110593
727	3.576483638
728	3.576409969
729	3.574201197
730	3.573286366
731	3.57027237
732	3.570222469
733	3.56987966
734	3.569167162
735	3.567978035
736	3.567888188
737	3.567745307
738	3.564783631
739	3.564009647
740	3.563683646
741	3.5613664
742	3.558703117
743	3.555521041
744	3.555093531
745	3.553001358
746	3.551572934
747	3.548776384
748	3.546840945
749	3.543787814
750	3.542784606
751	3.541974887
752	3.538662172
753	3.535365301
754	3.535299284
755	3.533487126
756	3.531231044
757	3.529374313
758	3.525002229
759	3.524561912
760	3.522309639
761	3.519447037
762	3.51790202
763	3.517295843
764	3.515888534
765	3.515476983
766	3.51525169
767	3.514045191
768	3.513417125
769	3.510948268
770	3.50989581
771	3.508397977
772	3.508269588
773	3.508206327
774	3.506977533
775	3.506598365
776	3.503964289
777	3.501470447
778	3.501389298
779	3.501025261
780	3.497691363
781	3.497634674
782	3.497142651
783	3.496671357
784	3.494425849
785	3.494181625
786	3.491175786
787	3.48993166
788	3.48952145
789	3.487621783
790	3.486933558
791	3.486849257
792	3.485607018
793	3.48357907
794	3.481564624
795	3.478546256
796	3.478064376
797	3.477154749
798	3.476972864
799	3.475836078
800	3.473797556
801	3.473071457
802	3.472792692
803	3.469424193
804	3.468821539
805	3.468080632
806	3.466458606
807	3.464162727
808	3.461518375
809	3.461088412
810	3.460935387
811	3.460827774
812	3.460668554
813	3.460367751
814	3.45934737
815	3.457986272
816	3.45711108
817	3.455118821
818	3.454473095
819	3.452400951
820	3.451993487
821	3.449540316
822	3.448722714
823	3.447125809
824	3.445719136
825	3.442921557
826	3.440968612
827	3.440452039
828	3.439568193
829	3.439315329
830	3.438009211
831	3.437228665
832	3.437180729
833	3.436902261
834	3.436282931
835	3.435436876
836	3.432766513
837	3.432091647
838	3.431976682
839	3.430029964
840	3.42814395
841	3.427021364
842	3.424447088
843	3.422537248
844	3.422353417
845	3.421868124
846	3.42092861
847	3.419916689
848	3.419145853
849	3.418466737
850	3.417660378
851	3.41508032
852	3.414079099
853	3.413479957
854	3.41144122
855	3.410902748
856	3.410820266
857	3.409412839
858	3.406958854
859	3.405422787
860	3.405030338
861	3.404111631
862	3.403590005
863	3.403130977
864	3.402914561
865	3.402385935
866	3.402236431
867	3.402162064
868	3.400838963
869	3.398643242
870	3.396394092
871	3.394341125
872	3.393799731
873	3.392177356
874	3.391254083
875	3.38956336
876	3.388005239
877	3.385629392
878	3.385544916
879	3.385214249
880	3.382848259
881	3.38223187
882	3.38215319
883	3.37931388
884	3.379078585
885	3.37587942
886	3.373438834
887	3.373025787
888	3.370230424
889	3.369225831
890	3.367477663
891	3.365338203
892	3.365214569
893	3.364523775
894	3.36272043
895	3.361456759
896	3.360537702
897	3.358971107
898	3.358850883
899	3.358364121
900	3.356306255
901	3.356189019
902	3.353582219
903	3.351206676
904	3.349729806
905	3.348615924
906	3.347185149
907	3.344607149
908	3.342758139
909	3.339858517
910	3.338695887
911	3.337275633
912	3.335265365
913	3.334688104
914	3.331650814
915	3.331282002
916	3.330456534
917	3.330120299
918	3.329952817
919	3.328376005
920	3.32774756
921	3.327559665
922	3.326444683
923	3.325909808
924	3.325341445
925	3.323253035
926	3.321485805
927	3.320220977
928	3.320158563
929	3.31939083
930	3.318891712
931	3.318316249
932	3.317539237
933	3.317458724
934	3.317052206
935	3.316631125
936	3.316142719
937	3.315377911
938	3.314913322
939	3.314538982
940	3.314364098
941	3.313900762
942	3.311062767
943	3.308351299
944	3.307438539
945	3.306552589
946	3.305974296
947	3.304843283
948	3.302534068
949	3.301087023
950	3.299676294
951	3.297533866
952	3.296136228
953	3.295495921
954	3.294643956
955	3.292337188
956	3.290610804
957	3.287826469
958	3.287299867
959	3.287215038
960	3.284709051
961	3.284426226
962	3.282572271
963	3.281614625
964	3.281075694
965	3.28068507
966	3.278705437
967	3.278387081
968	3.278002671
969	3.277387459
970	3.27625464
971	3.274019037
972	3.270616574
973	3.269994875
974	3.267968269
975	3.265731617
976	3.264856064
977	3.262674464
978	3.262420577
979	3.261855419
980	3.261441926
981	3.260893488
982	3.26039025
983	3.259059147
984	3.256389465
985	3.253506681
986	3.252136616
987	3.250320964
988	3.249396343
989	3.249109732
990	3.249002191
991	3.248430621
992	3.248364644
993	3.247241328
994	3.245743949
995	3.243104946
996	3.242007957
997	3.24189507
998	3.241358726
999	3.239619365
